federal_action_obligation,total_dollars_obligated,total_outlayed_amount_for_overall_award,current_total_value_of_award,awarding_agency_name,awarding_office_name,funding_agency_name,funding_office_name,recipient_name,recipient_city_name,recipient_county_name,recipient_state_name,primary_place_of_performance_country_name,transaction_description,prime_award_base_transaction_description,action_type,product_or_service_code_description,naics_description,recovered_materials_sustainability_code,domestic_or_foreign_entity,small_business_competitiveness_demonstration_program,alaskan_native_corporation_owned_firm,american_indian_owned_business,indian_tribe_federally_recognized,native_hawaiian_organization_owned_firm,tribally_owned_firm,veteran_owned_business,service_disabled_veteran_owned_business,woman_owned_business,women_owned_small_business,economically_disadvantaged_women_owned_small_business,minority_owned_business,asian_pacific_american_owned_business,black_american_owned_business,hispanic_american_owned_business,native_american_owned_business,other_minority_owned_business,contracting_officers_determination_of_business_size,emerging_small_business,us_federal_government,federally_funded_research_and_development_corp,federal_agency,usaspending_permalink
74586.24,74586.24,,119093.0,Environmental Protection Agency,CINCINNATI ACQUISITION DIV (CAD),Environmental Protection Agency,OFC RESEARCH  DEV (ORD) (FUNDING),"ICF INCORPORATED, L.L.C.",RESTON,FAIRFAX,VIRGINIA,UNITED STATES,ENVIRONMENTAL ANALYSIS AND EVALUATION USING HAWQS,ENVIRONMENTAL ANALYSIS AND EVALUATION USING HAWQS,,SPECIAL STUDIES/ANALYSIS- REGULATORY,ENVIRONMENTAL CONSULTING SERVICES,B,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERC24F0092_6800_68HE0C18D0001_6800/
-5.37,118528.63,10396.04,118528.63,Environmental Protection Agency,CINCINNATI ACQUISITION DIV (CAD),Environmental Protection Agency,OFC RESEARCH  DEV (ORD) (FUNDING),UNIVERSITY OF DAYTON,DAYTON,MONTGOMERY,OHIO,UNITED STATES,CALL ORDER UNDER BPA 68HERC19A0005 FOR TECHNICAL SUPPORT FOR AIR EMISSIONS ENVIRONMENTAL SERVICES- WILDLAND FIRE EMISSION SAMPLING. THE PURPOSE OF THIS MODIFICATION IS TO DE-OBLIGATE FUND IN THE AMOUNT OF $5.37. ALL OTHER TERMS AND CONDITIONS REMAIN,CALL ORDER UNDER BPA 68HERC19A0005 TECHNICAL SUPPORT FOR AIR EMISSIONS ENVIRONMENTAL SERVICES- WILDLAND FIRE EMISSION SAMPLING.,FUNDING ONLY ACTION,SUPPORT- PROFESSIONAL: OTHER,ENGINEERING SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERC20F0097_6800_68HERC19A0005_6800/
27143.0,118473.0,29618.25,118473.0,Environmental Protection Agency,INFORMATION TECHNOLOGY ACQ DIV (ITA,Environmental Protection Agency,OFC RESEARCH  DEV (ORD) (FUNDING),"AGILE DECISION SCIENCES, LLC",HUNTSVILLE,MADISON,ALABAMA,UNITED STATES,P00001 - THE PURPOSE OF THIS MODIFICATION IS TO ADD INCREMENTAL FUNDING TO FULLY FUND THE BASE PERIOD.  RECORDS MANAGEMENT ORD-HQ INFORMATION MANAGEMENT CENTER SERVICES (IMCS) V,RECORDS MANAGEMENT ORD-HQ INFORMATION MANAGEMENT CENTER SERVICES (IMCS) V,FUNDING ONLY ACTION,SUPPORT - ADMINISTRATIVE: PHYSICAL RECORDS MANAGEMENT SERVICES,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",C,U.S. OWNED BUSINESS,f,t,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERD23F0091_6800_68HERD23D0003_6800/
0.0,117949.52,44343.03,117949.52,Environmental Protection Agency,REGION 8 CONTRACTING OFFICE,Environmental Protection Agency,REGION 8 (FUNDING OFFICE),RURAL AND TRIBAL ENVIRONMENTAL SOLUTIONS,BILLINGS,YELLOWSTONE,MONTANA,UNITED STATES,EPA REGION 8 FY23 SANITARY SURVEYS SSGL1,EPA REGION 8 FY23 SANITARY SURVEYS SSGL1,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,ENVIRONMENTAL SYSTEMS PROTECTION- WATER QUALITY SUPPORT,ENVIRONMENTAL CONSULTING SERVICES,B,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0823F0047_6800_68HE0818D0003_6800/
0.0,117819.5,76936.5,117819.5,Environmental Protection Agency,INFORMATION TECHNOLOGY ACQ DIV (ITA,Environmental Protection Agency,OFC RESEARCH  DEV (ORD) (FUNDING),"SIEMENS INDUSTRY, INC.",BUFFALO GROVE,LAKE,ILLINOIS,UNITED STATES,MAINTENANCE/SERVICE AGREEMENT FOR PHYSICAL ACCESS CONTROL SYSTEM (PACS) AND INTRUSION DETECTION SYSTEM (IDS).  THE PURPOSE OF THIS MODIFICATION IS TO UPDATE CONTRACT ADMINISTRATION REPRESENTATIVES (CO AND BUYER).,MAINTENANCE/SERVICE AGREEMENT FOR PHYSICAL ACCESS CONTROL SYSTEM (PACS) AND INTRUSION DETECTION SYSTEM (IDS),OTHER ADMINISTRATIVE ACTION,"MAINT/REPAIR/REBUILD OF EQUIPMENT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",FACILITIES SUPPORT SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERD21F0162_6800_GS07F217CA_4732/
20872.0,117803.0,32310.32,117803.0,Environmental Protection Agency,CINCINNATI ACQUISITION DIV (CAD),Environmental Protection Agency,OFC RESEARCH  DEV (ORD) (FUNDING),"PEGASUS TECHNICAL SERVICES, INC",CINCINNATI,HAMILTON,OHIO,UNITED STATES,"NEW TO UNDER CONTRACT 68HERC20D0029 TITLED: ""WETLAND HYDROLOGY AND CARBON FLUX MODELING.""","NEW TO UNDER CONTRACT 68HERC20D0029 TITLED: ""WETLAND HYDROLOGY AND CARBON FLUX MODELING.""",SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",B,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,t,t,f,t,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERC23F0200_6800_68HERC20D0029_6800/
9652.56,117652.56,68630.66,117652.56,Environmental Protection Agency,INFORMATION TECHNOLOGY ACQ DIV (ITA,Environmental Protection Agency,REGION 1 (FUNDING OFFICE),"AGILE DECISION SCIENCES, LLC",HUNTSVILLE,MADISON,ALABAMA,UNITED STATES,P00002 - THE PURPOSE OF THIS MODIFICATION IS TO ADD INCREMENTAL FUNDING TO FULLY FUND THE BASE PERIOD.   LIBRARY SERVICES R1 BOSTON INFORMATION MANAGEMENT CENTER SERVICES (IMCS) V,LIBRARY SERVICES R1 BOSTON INFORMATION MANAGEMENT CENTER SERVICES (IMCS) V,FUNDING ONLY ACTION,SUPPORT- PROFESSIONAL: OTHER,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",C,U.S. OWNED BUSINESS,f,t,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERD23F0100_6800_68HERD23D0003_6800/
48043.0,117576.0,4125.97,117576.0,Environmental Protection Agency,CINCINNATI ACQUISITION DIV (CAD),Environmental Protection Agency,OFC FOR AIR  RAD (OAR) (FUNDING),"ICF INCORPORATED, L.L.C.",RESTON,FAIRFAX,VIRGINIA,UNITED STATES,"IPM ANALYSIS OF UPSTREAM ELECTRIC POWER SECTOR EMISSIONS ASSOCIATED WITH VEHICLE ELECTRIFICATION TO SUPPORT DEVELOPMENT OF THE LIGHT- AND MEDIUM-DUTY VEHICLE MULTIPOLLUTANT RULE, PART 2","IPM ANALYSIS OF UPSTREAM ELECTRIC POWER SECTOR EMISSIONS ASSOCIATED WITH VEHICLE ELECTRIFICATION TO SUPPORT DEVELOPMENT OF THE LIGHT- AND MEDIUM-DUTY VEHICLE MULTIPOLLUTANT RULE, PART 2",EXERCISE AN OPTION,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,ENVIRONMENTAL CONSULTING SERVICES,I,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERC23F0465_6800_68HERC21D0016_6800/
117186.0,117186.0,9484.67,117186.0,Environmental Protection Agency,HEADQUARTERS ACQUISITION DIV (HQAD),Environmental Protection Agency,OFC FOR AIR  RAD (OAR) (FUNDING),EASTERN RESEARCH GROUP INC,LEXINGTON,MIDDLESEX,MASSACHUSETTS,UNITED STATES,ESTIMATING EMISSIONS FROM THE OIL AND GAS PRODUCTION SECTOR FOR THE 2022 MODELING PLATFORM,ESTIMATING EMISSIONS FROM THE OIL AND GAS PRODUCTION SECTOR FOR THE 2022 MODELING PLATFORM,,ENVIRONMENTAL SYSTEMS PROTECTION- AIR QUALITY SUPPORT,ENVIRONMENTAL CONSULTING SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERH24F0013_6800_68HERD19A0001_6800/
0.0,116048.0,61665.54,116952.0,Environmental Protection Agency,HEADQUARTERS ACQUISITION DIV (HQAD),Environmental Protection Agency,OFC FOR AIR  RAD (OAR) (FUNDING),EASTERN RESEARCH GROUP INC,CONCORD,MIDDLESEX,MASSACHUSETTS,UNITED STATES,"THIS PURPOSE OF THIS MODIFICATION IS TO MAKE THE FOLLOWING CHANGES TO THE TOTAL AMOUNTSS OF CLINS 0004, 1002, AND 2002 AS FOLLOWS:   1. THE TOTAL AMOUNT/ COST OF CLIN 0004 DECREASES BY $34,334.00 FROM $34,334.00 TO $0. 2. THE TOTAL AMOUNT/ COST OF",THE PURPOSE OF THIS CALL ORDER IS TO AWARD A CONTRACT FOR THE SUPPORT FOR OCSPPS DATA COLLECTION BRANCH.,CHANGE ORDER,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL CONSULTING AND LEGAL SUPPORT,ENVIRONMENTAL CONSULTING SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERH23F0128_6800_68HERH22A0020_6800/
25000.0,71850.97,36928.14,116850.97,Environmental Protection Agency,HEADQUARTERS ACQUISITION DIV (HQAD),Environmental Protection Agency,OFC RESEARCH  DEV (ORD) (FUNDING),ATTAINX INC,HERNDON,FAIRFAX,VIRGINIA,UNITED STATES,OFFICE OF RESEARCH AND DEVELOPMENT (ORD) GRAPHICS & MEDIA SUPPORT. INCREMENTAL FUNDING UNDER PR-ORD-24-00372 AND CHANGING TOCOR UNDER PR-ORD-24-00534.,OFFICE OF RESEARCH AND DEVELOPMENT (ORD) GRAPHICS & MEDIA SUPPORT,FUNDING ONLY ACTION,PHOTO/MAP/PRINT/PUBLICATION- ARTS/GRAPHICS,OTHER COMPUTER RELATED SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,t,t,t,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERH23F0286_6800_68HERH23D0009_6800/
-18.87,75882.43,75882.43,116540.0,Environmental Protection Agency,CINCINNATI ACQUISITION DIV (CAD),Environmental Protection Agency,OFC RESEARCH  DEV (ORD) (FUNDING),"PEGASUS TECHNICAL SERVICES, INC",CINCINNATI,HAMILTON,OHIO,UNITED STATES,"NEW TASK ORDER UNDER CONTRACT # 68HERC20D0029 TITLED ""FIELD SUPPORT FOR THE WATERSHED SCALE PHASE FOR THE ENVIRONMENTAL NARMS SURFACE WATER PILOT STUDY""","NEW TASK ORDER UNDER CONTRACT # 68HERC20D0029 TITLED ""FIELD SUPPORT FOR THE WATERSHED SCALE PHASE FOR THE ENVIRONMENTAL NARMS SURFACE WATER PILOT STUDY""",OTHER ADMINISTRATIVE ACTION,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",B,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,t,t,f,t,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERC22F0282_6800_68HERC20D0029_6800/
0.0,116016.39,,116016.39,Environmental Protection Agency,CINCINNATI ACQUISITION DIV (CAD),Environmental Protection Agency,OFC OF MISSION SUPT (OMS) (FUNDING),WSP USA ENVIRONMENT & INFRASTRUCTURE INC.,BLUE BELL,MONTGOMERY,PENNSYLVANIA,UNITED STATES,". SECURITY MANAGEMENT SYSTEM INSTALL T.W. ALEXANDER GATE TASK ORDER AGAINST THE OPERATIONS AND MAINTENANCE CONTRACT AT THE U.S. EPA, RESEARCH TRIANGLE PARK FACILITY, RTP, NC",". SECURITY MANAGEMENT SYSTEM INSTALL T.W. ALEXANDER GATE TASK ORDER AGAINST THE OPERATIONS AND MAINTENANCE CONTRACT AT THE U.S. EPA, RESEARCH TRIANGLE PARK FACILITY, RTP, NC",SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,MAINT/REPAIR/REBUILD OF EQUIPMENT- MAINTENANCE AND REPAIR SHOP EQUIPMENT,FACILITIES SUPPORT SERVICES,B,FOREIGN-OWNED BUSINESS INCORPORATED IN THE U.S.,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERC23F0218_6800_68HERD21D0001_6800/
0.0,116016.39,,116016.39,Environmental Protection Agency,CINCINNATI ACQUISITION DIV (CAD),Environmental Protection Agency,OFC OF MISSION SUPT (OMS) (FUNDING),WSP USA ENVIRONMENT & INFRASTRUCTURE INC.,BLUE BELL,MONTGOMERY,PENNSYLVANIA,UNITED STATES,". SECURITY MANAGEMENT SYSTEM INSTALL T.W. ALEXANDER GATE TASK ORDER AGAINST THE OPERATIONS AND MAINTENANCE CONTRACT AT THE U.S. EPA, RESEARCH TRIANGLE PARK FACILITY, RTP, NC",". SECURITY MANAGEMENT SYSTEM INSTALL T.W. ALEXANDER GATE TASK ORDER AGAINST THE OPERATIONS AND MAINTENANCE CONTRACT AT THE U.S. EPA, RESEARCH TRIANGLE PARK FACILITY, RTP, NC",CHANGE ORDER,MAINT/REPAIR/REBUILD OF EQUIPMENT- MAINTENANCE AND REPAIR SHOP EQUIPMENT,FACILITIES SUPPORT SERVICES,B,FOREIGN-OWNED BUSINESS INCORPORATED IN THE U.S.,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERC23F0218_6800_68HERD21D0001_6800/
115596.0,115596.0,,115596.0,Environmental Protection Agency,CINCINNATI ACQUISITION DIV (CAD),Environmental Protection Agency,OFC RESEARCH  DEV (ORD) (FUNDING),"PEGASUS TECHNICAL SERVICES, INC",CINCINNATI,HAMILTON,OHIO,UNITED STATES,"NEW TASK ORDER UNDER EXISTING IDIQ CONTRACT 68HERC20D0029 TITLED ""MICROBIAL ASSESSMENTS OF MICROBIAL WATER QUALITY AND HARMFUL ALGAL BLOOMS""","NEW TASK ORDER UNDER EXISTING IDIQ CONTRACT 68HERC20D0029 TITLED ""MICROBIAL ASSESSMENTS OF MICROBIAL WATER QUALITY AND HARMFUL ALGAL BLOOMS""",,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",B,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,t,t,f,t,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERC24F0100_6800_68HERC20D0029_6800/
0.0,37421.8,2795.31,115075.8,Environmental Protection Agency,REGION 7 CONTRACTING OFFICE,Environmental Protection Agency,REGION 7 (FUNDING OFFICE),"TETRA TECH, INC.",KANSAS CITY,JACKSON,MISSOURI,UNITED STATES,R7 START: QUAD CITIES.  MOD P00001: ADMINISTRATIVE MODIFICATION TO ADD INVOICE APPROVERS,R7 START: QUAD CITIES.,OTHER ADMINISTRATIVE ACTION,SUPPORT- PROFESSIONAL: EMERGENCY RESPONSE/DISASTER PLANNING/PREPAREDNESS SUPPORT,ENVIRONMENTAL CONSULTING SERVICES,F,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0722F0128_6800_68HE0719D0001_6800/
-1.2,28196.06,28196.06,114278.92,Environmental Protection Agency,CINCINNATI ACQUISITION DIV (CAD),Environmental Protection Agency,OFC FOR AIR  RAD (OAR) (FUNDING),"ICF INCORPORATED, L.L.C.",RESTON,FAIRFAX,VIRGINIA,UNITED STATES,ENERGY SUPPLY AND INDUSTRY BRANCH TECHNICAL ASSISTANCE SUPPORT TASK ORDER - P00005 DE-OBLIGATION,ENERGY SUPPLY AND INDUSTRY BRANCH TECHNICAL ASSISTANCE SUPPORT TASK ORDER,FUNDING ONLY ACTION,SPECIAL STUDIES/ANALYSIS- REGULATORY,ENVIRONMENTAL CONSULTING SERVICES,B,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERC22F0071_6800_68HE0C18D0001_6800/
114231.74,114231.74,,114231.74,Environmental Protection Agency,CINCINNATI ACQUISITION DIV (CAD),Environmental Protection Agency,OFFICE FOR WATER (OW) (FUNDING),"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",FALLS CHURCH,FAIRFAX,VIRGINIA,UNITED STATES,SUPPORT FOR DROUGHT RESPONSE AND RECOVERY SUPPORT,SUPPORT FOR DROUGHT RESPONSE AND RECOVERY SUPPORT,,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL CONSULTING SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERC24F0004_6800_68HERC23D0008_6800/
0.0,100211.3,71166.41,114077.56,Environmental Protection Agency,REGION 5 CONTRACTING OFFICE,Environmental Protection Agency,REGION 5 (FUNDING OFFICE),"ICF INCORPORATED, L.L.C.",FAIRFAX,FAIRFAX,VIRGINIA,UNITED STATES,THE PURPOSE OF THIS MODIFICATION IS TO CHANGE THE CONTRACTING OFFICER FROM DANIEL OLSSON TO MARISOL VENTURA.,CONTRACT TITLE:  ENVIRONMENTAL SERVICES ASSISTANCE TEAM (ESAT) CONTRACT NUMBER: 68HE0121D0002 R5 GWDW DI - PFAS LABORATORY TESTING CONTRACT CONDUCT PFAS MONITORING IN TRIBAL SYSTEMS,OTHER ADMINISTRATIVE ACTION,OTHER ENVIRONMENTAL SERVICES,TESTING LABORATORIES AND SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0522F0059_6800_68HE0121D0002_6800/
37525.7,114066.8,72141.1,114066.8,Environmental Protection Agency,CINCINNATI ACQUISITION DIV (CAD),Environmental Protection Agency,OFC RESEARCH  DEV (ORD) (FUNDING),CONSOLIDATED SAFETY SERVICES INCORPORATED,FAIRFAX,FAIRFAX,VIRGINIA,UNITED STATES,THE PURPOSE OF THIS MODIFICATION IS TO REVISE THE PWS TO INCREASE THE WORK AND FUND THE WORK ADDED BY THIS MODIFICATION. ALL OTHER TERMS AND CONDITIONS REMAIN UNCHANGED.,"AMENDING SOILS WITH BIOCHAR AND OTHER AMENDMENTS FACILITATE SOIL RESTORATION/REVITALIZATION AND ESTABLISHMENT OF A SOIL-STABILIZING NATIVE PLANT COVER AT THE ABANDONED FORMOSA MINE NEAR RIDDLE, OR AND OTHER LOCATIONS",CHANGE ORDER,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; BASIC RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERC22F0287_6800_68HERC21D0024_6800/
0.0,113938.84,24651.06,113938.84,Environmental Protection Agency,REGION 5 CONTRACTING OFFICE,Environmental Protection Agency,REGION 5 (FUNDING OFFICE),"MABBETT & ASSOCIATES, INC.",BEDFORD,MIDDLESEX,MASSACHUSETTS,UNITED STATES,REPA 6 ZONE 2 CORRECTIVE ACTION SUPPORT FOR THE NORTHERN INDIANA PUBLIC SERVICE COMPANY MICHIGAN CITY GENERATING STATION (NIPSCO) SITE; MOD TO CHANGE POP END DATE,REPA 6 ZONE 2 CORRECTIVE ACTION SUPPORT FOR THE NORTHERN INDIANA PUBLIC SERVICE COMPANY MICHIGAN CITY GENERATING STATION (NIPSCO) SITE.,OTHER ADMINISTRATIVE ACTION,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,ENVIRONMENTAL CONSULTING SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0522F0014_6800_68HERH19D0019_6800/
-13261.84,113887.34,13857.6,113887.34,Environmental Protection Agency,REGION 7 CONTRACTING OFFICE,Environmental Protection Agency,REGION 7 (FUNDING OFFICE),"TETRA TECH, INC.",KANSAS CITY,JACKSON,MISSOURI,UNITED STATES,P00005: DE-OBLIGATE EXCESS FUNDS AND CLOSE OUT THE TASK ORDER.,SUPERFUND TECHNICAL ASSESSMENT&RESPONSE TEAM 5 (START V) CONTRACT FOR EPA REGION 7 - SITE/PROJECT NAME: VIBURNUM TREND LEAD HAUL ROAD.,CLOSE OUT,SUPPORT- PROFESSIONAL: EMERGENCY RESPONSE/DISASTER PLANNING/PREPAREDNESS SUPPORT,ENVIRONMENTAL CONSULTING SERVICES,F,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0720F0075_6800_68HE0719D0001_6800/
0.0,113634.19,63944.38,113634.19,Environmental Protection Agency,REGION 5 CONTRACTING OFFICE,Environmental Protection Agency,REGION 5 (FUNDING OFFICE),S C & A INC,ARLINGTON,ARLINGTON,VIRGINIA,UNITED STATES,"RESOURCE CONSERVATION AND RECOVERY ACT (RCRA) ENFORCEMENT, PERMITTING AND ASSISTANCE (REPA) 6 ZONE 2 -  EPA REGIONS: 4, 5 AND 6, CORRECTIVE ACTION SUPPORT/TECHNICAL ASSISTANCE SUPPORT FOR A3 ILLINOIS IEPA RCRA  CORRECTIVE ACTION SITES; MOD TO CHANG","RESOURCE CONSERVATION AND RECOVERY ACT (RCRA) ENFORCEMENT, PERMITTING AND ASSISTANCE (REPA) 6 ZONE 2 -  EPA REGIONS: 4, 5 AND 6, CORRECTIVE ACTION SUPPORT/TECHNICAL ASSISTANCE SUPPORT FOR A3 ILLINOIS IEPA RCRA  CORRECTIVE ACTION SITES",OTHER ADMINISTRATIVE ACTION,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,ENVIRONMENTAL CONSULTING SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0521F0137_6800_68HERH19D0020_6800/
113280.0,113280.0,,113280.0,Environmental Protection Agency,HEADQUARTERS ACQUISITION DIV (HQAD),Environmental Protection Agency,OFC RESEARCH  DEV (ORD) (FUNDING),"NEPTUNE AND COMPANY, INCORPORATED",LAKEWOOD,JEFFERSON,COLORADO,UNITED STATES,"TASK ORDER 68HERH24F0063, 2024 CESER LRTD/WID QA SUPPORT FOR REVIEWS AND AUDITS","TASK ORDER 68HERH24F0063, 2024 CESER LRTD/WID QA SUPPORT FOR REVIEWS AND AUDITS",,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,ENVIRONMENTAL CONSULTING SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERH24F0063_6800_68HERH24D0006_6800/
113207.6,113207.6,,113207.6,Environmental Protection Agency,HEADQUARTERS ACQUISITION DIV (HQAD),Environmental Protection Agency,OFC FOR AIR  RAD (OAR) (FUNDING),GLOBAL LIFE SCIENCES SOLUTIONS USA LLC,MARLBOROUGH,MIDDLESEX,MASSACHUSETTS,UNITED STATES,"THE US ENVIRONMENTAL PROTECTION AGENCY (EPA), OFFICE OF ACQUISITION SOLUTIONS (OAS), HEADQUARTERS ACQUISITION DIVISION (HQAD), AND OFFICE OF AIR AND RADIATION (OAR), UNDER THE AUTHORITY OF FAR PARTS 12 AND 13, HEREBY AWARDS SOLE SOURCE, FIRM FIXED-PR","THE US ENVIRONMENTAL PROTECTION AGENCY (EPA), OFFICE OF ACQUISITION SOLUTIONS (OAS), HEADQUARTERS ACQUISITION DIVISION (HQAD), AND OFFICE OF AIR AND RADIATION (OAR), UNDER THE AUTHORITY OF FAR PARTS 12 AND 13, HEREBY AWARDS SOLE SOURCE, FIRM FIXED-PR",,GLASS FABRICATED MATERIALS,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERH24P0027_6800_-NONE-_-NONE-/
